                (1.87004,0)               (-0.523587,0)               (0,-0.926899)               (0,-0.105691)                (0,0.715478)                       (0,0)             (1.5708,1.5263)           (1.5708,0.691399)          (1.5708,-0.199792)          (1.5708,-0.523049)           (1.5708,0.377184)            (1.5708,1.39851)      (0.58897,-1.79741e-16)     (0.627358,-9.45687e-17)      (0.384532,8.80329e-17)      (0.591043,-9.4887e-17)     (0.152795,-1.63671e-17)    (-0.0749872,2.50983e-17)
      (1.89315,7.08255e-18)     (-0.496286,9.81161e-18)     (7.72555e-18,-0.949973)     (5.20593e-19,-0.104178)      (-4.61601e-19,0.71791)  (2.70697e-06,-8.13723e-19)            (1.5708,1.53365)           (1.5708,0.698068)          (1.5708,-0.192896)          (1.5708,-0.507212)           (1.5708,0.391094)            (1.5708,1.40776)     (0.570684,-1.86353e-16)     (0.609313,-1.01817e-16)      (0.365694,8.01694e-17)     (0.566191,-1.02517e-16)     (0.127098,-2.45082e-17)     (-0.095171,1.79249e-17)
      (1.91678,1.31903e-17)     (-0.469403,1.93927e-17)      (1.4457e-17,-0.973865)     (1.03954e-18,-0.102542)     (-8.25421e-19,0.720656)   (5.76537e-06,-1.5583e-18)            (1.5708,1.54214)           (1.5708,0.704877)          (1.5708,-0.187212)          (1.5708,-0.493768)           (1.5708,0.405107)            (1.5708,1.41816)      (0.55254,-1.92778e-16)     (0.591397,-1.08745e-16)      (0.347527,7.27234e-17)      (0.54258,-1.09904e-16)     (0.102215,-3.22559e-17)     (-0.114767,1.09545e-17)
      (1.94064,1.83096e-17)     (-0.443364,2.86047e-17)     (2.01712e-17,-0.998262)     (1.54474e-18,-0.100817)      (-1.0945e-18,0.723663)  (8.64887e-06,-2.22562e-18)             (1.5708,1.5516)           (1.5708,0.711734)          (1.5708,-0.182766)          (1.5708,-0.482711)           (1.5708,0.419031)            (1.5708,1.42952)     (0.534827,-1.98921e-16)     (0.573897,-1.15263e-16)      (0.330263,6.57602e-17)     (0.520459,-1.16996e-16)    (0.0785208,-3.95222e-17)     (-0.133477,4.28258e-18)
      (1.96449,2.24724e-17)      (-0.418576,3.7317e-17)      (2.48886e-17,-1.02288)    (2.02402e-18,-0.0990333)     (-1.27763e-18,0.726878)  (1.09018e-05,-2.80953e-18)            (1.5708,1.56186)           (1.5708,0.718559)          (1.5708,-0.179562)          (1.5708,-0.474009)           (1.5708,0.432706)            (1.5708,1.44165)     (0.517829,-2.04693e-16)     (0.557093,-1.21287e-16)      (0.314119,5.93378e-17)     (0.500059,-1.23743e-16)    (0.0563504,-4.62319e-17)    (-0.151029,-2.00494e-18)
       (1.9881,2.57478e-17)     (-0.395431,4.54087e-17)       (2.8666e-17,-1.04746)    (2.46583e-18,-0.0972217)     (-1.38769e-18,0.730251)  (1.21674e-05,-3.30565e-18)            (1.5708,1.57274)           (1.5708,0.725279)          (1.5708,-0.177584)          (1.5708,-0.467606)           (1.5708,0.445996)            (1.5708,1.45434)      (0.501817,-2.1001e-16)     (0.541248,-1.26746e-16)      (0.299303,5.35085e-17)     (0.481599,-1.30097e-16)    (0.0359928,-5.23201e-17)    (-0.167178,-7.83081e-18)
      (2.01128,2.82337e-17)      (-0.37429,5.27689e-17)      (3.15886e-17,-1.07177)    (2.85986e-18,-0.0954092)     (-1.43995e-18,0.733731)  (1.22041e-05,-3.71115e-18)            (1.5708,1.58406)           (1.5708,0.731828)          (1.5708,-0.176804)          (1.5708,-0.463431)           (1.5708,0.458788)            (1.5708,1.46742)     (0.487047,-2.14798e-16)     (0.526609,-1.31576e-16)      (0.286008,4.83204e-17)     (0.465285,-1.36007e-16)    (0.0176946,-5.77308e-17)    (-0.181706,-1.31261e-17)
      (2.03385,3.00471e-17)     (-0.355486,5.92974e-17)      (3.37606e-17,-1.09558)     (3.19745e-18,-0.093621)       (-1.4505e-18,0.73727)   (1.08912e-05,-4.0245e-18)            (1.5708,1.59564)            (1.5708,0.73815)          (1.5708,-0.177178)          (1.5708,-0.461401)           (1.5708,0.470988)            (1.5708,1.48069)     (0.473754,-2.18987e-16)     (0.513403,-1.35722e-16)      (0.274413,4.38179e-17)       (0.45131,-1.4142e-16)   (0.00166049,-6.24159e-17)    (-0.194425,-1.78299e-17)
      (2.05566,3.13142e-17)     (-0.339311,6.49058e-17)      (3.52961e-17,-1.11868)    (3.47194e-18,-0.0918796)     (-1.43489e-18,0.740821)  (8.22335e-06,-4.24536e-18)            (1.5708,1.60731)           (1.5708,0.744189)           (1.5708,-0.17865)          (1.5708,-0.461426)           (1.5708,0.482513)            (1.5708,1.49397)     (0.462147,-2.22518e-16)     (0.501829,-1.39142e-16)      (0.264683,4.00427e-17)     (0.439852,-1.46282e-16)    (-0.011945,-6.63346e-17)    (-0.205175,-2.18892e-17)
      (2.07654,3.21601e-17)     (-0.326018,6.95171e-17)      (3.63096e-17,-1.14088)    (3.67879e-18,-0.0902056)      (-1.40699e-18,0.74434)  (4.29659e-06,-4.37434e-18)            (1.5708,1.61888)           (1.5708,0.749896)          (1.5708,-0.181157)          (1.5708,-0.463407)            (1.5708,0.49329)            (1.5708,1.50707)      (0.45241,-2.25341e-16)     (0.492059,-1.41798e-16)      (0.256964,3.70337e-17)     (0.431073,-1.50539e-16)   (-0.0229953,-6.94531e-17)     (-0.21383,-2.52586e-17)
