              (1.87004,0)             (-0.523587,0)             (0,-0.926899)             (0,-0.105691)              (0,0.715478)                     (0,0)           (1.5708,1.5263)         (1.5708,0.691399)        (1.5708,-0.199792)        (1.5708,-0.523049)         (1.5708,0.377184)          (1.5708,1.39851)    (0.58897,-1.79741e-16)   (0.627358,-9.45687e-17)    (0.384532,8.80329e-17)    (0.591043,-9.4887e-17)   (0.152795,-1.63671e-17)  (-0.0749872,2.50983e-17)
   (1.81151,-4.74219e-17)  (-0.591692,-5.87979e-17)  (-5.24749e-17,-0.853422)    (6.0092e-18,-0.129457)      (3.1595e-18,0.70963)   (0.0227959,1.00082e-17)           (1.5708,1.5207)         (1.5708,0.679824)        (1.5708,-0.239023)        (1.5708,-0.602546)         (1.5708,0.308653)          (1.5708,1.35104)   (0.587805,-1.61252e-16)   (0.680881,-5.07347e-17)    (0.477371,1.48152e-16)   (0.708654,-2.42347e-17)    (0.232625,4.11583e-17)  (-0.0848952,4.74919e-17)
    (1.76092,-1.0188e-16)   (-0.641863,-1.0176e-16)  (-1.17112e-16,-0.781943)   (1.12895e-17,-0.149555)    (6.91656e-18,0.704722)   (0.0440822,1.92974e-17)          (1.5708,1.50895)         (1.5708,0.659847)        (1.5708,-0.285783)        (1.5708,-0.688361)         (1.5708,0.242507)          (1.5708,1.30503)    (0.578387,-1.4884e-16)   (0.721902,-1.53842e-17)    (0.555386,1.99224e-16)    (0.804693,3.54541e-17)    (0.292456,8.32922e-17)    (-0.100551,6.0936e-17)
   (1.72922,-1.44832e-16)  (-0.671912,-1.27198e-16)  (-1.71112e-16,-0.729443)   (1.47321e-17,-0.164399)    (9.52842e-18,0.701873)   (0.0622467,2.69176e-17)          (1.5708,1.50023)         (1.5708,0.639949)        (1.5708,-0.329215)        (1.5708,-0.759909)         (1.5708,0.193436)          (1.5708,1.27115)   (0.562657,-1.43451e-16)     (0.748489,8.3765e-18)    (0.613116,2.36351e-16)    (0.870949,7.76299e-17)    (0.328274,1.07131e-16)   (-0.120674,6.58266e-17)
   (1.71902,-1.69825e-16)  (-0.683197,-1.38877e-16)  (-2.04867e-16,-0.704101)   (1.63228e-17,-0.173514)    (1.05916e-17,0.701307)   (0.0761081,3.23581e-17)          (1.5708,1.50099)         (1.5708,0.627408)        (1.5708,-0.359475)          (1.5708,-0.7979)         (1.5708,0.169576)          (1.5708,1.25477)   (0.544152,-1.43658e-16)    (0.761583,2.15899e-17)     (0.648375,2.5888e-16)    (0.903974,1.00689e-16)    (0.341055,1.15916e-16)   (-0.143022,6.49584e-17)
   (1.72914,-1.77538e-16)  (-0.677512,-1.41245e-16)  (-2.17705e-16,-0.708733)   (1.67536e-17,-0.176975)     (1.05647e-17,0.70281)   (0.0849693,3.54309e-17)          (1.5708,1.51492)         (1.5708,0.627162)        (1.5708,-0.369529)        (1.5708,-0.789956)         (1.5708,0.173403)          (1.5708,1.25779)   (0.525966,-1.47767e-16)    (0.762595,2.62595e-17)    (0.660364,2.67584e-16)       (0.90336,1.062e-16)    (0.333537,1.14827e-16)   (-0.165939,6.11672e-17)
   (1.75897,-1.68684e-16)  (-0.655328,-1.36533e-16)  (-2.09694e-16,-0.745141)   (1.65868e-17,-0.174777)     (9.8067e-18,0.706219)    (0.0884848,3.5865e-17)          (1.5708,1.54429)         (1.5708,0.642107)         (1.5708,-0.35548)        (1.5708,-0.733284)         (1.5708,0.205193)          (1.5708,1.28139)   (0.509753,-1.55109e-16)    (0.751992,2.30644e-17)    (0.648388,2.62546e-16)    (0.870069,9.65598e-17)     (0.307621,1.0733e-16)   (-0.189029,5.60008e-17)
   (1.81129,-1.07072e-22)  (-0.602701,-1.57335e-22)  (-1.61368e-22,-0.810384)   (3.43249e-24,-0.164584)   (-4.51563e-24,0.711876)    (0.0862597,3.6801e-23)          (1.5708,1.58506)          (1.5708,0.66102)        (1.5708,-0.332031)        (1.5708,-0.665938)         (1.5708,0.259147)          (1.5708,1.32553)    (0.490684,4.07973e-23)    (0.721836,1.86359e-22)    (0.605031,1.98835e-22)    (0.802384,1.89949e-22)    (0.252211,1.17445e-22)   (-0.218953,5.65877e-23)
    (1.88919,9.10545e-18)    (-0.539736,2.5763e-18)   (7.89626e-18,-0.920328)   (-6.4558e-19,-0.149569)   (-7.19081e-19,0.719755)   (0.0785578,1.17907e-19)          (1.5708,1.64929)          (1.5708,0.70828)         (1.5708,-0.27109)        (1.5708,-0.534608)         (1.5708,0.346875)          (1.5708,1.39686)   (0.475573,-2.48314e-18)   (0.681993,-1.79385e-18)    (0.539962,-1.5619e-18)   (0.705659,-2.50401e-18)   (0.187312,-2.41197e-18)  (-0.246919,-2.26356e-18)
    (1.99908,2.17813e-17)   (-0.448877,6.45241e-18)    (1.91967e-17,-1.07135)  (-1.44133e-18,-0.126919)   (-1.65372e-18,0.730325)   (0.0658983,2.59236e-19)          (1.5708,1.72827)         (1.5708,0.766796)        (1.5708,-0.195358)        (1.5708,-0.386132)         (1.5708,0.460364)          (1.5708,1.49424)   (0.455549,-6.22724e-18)   (0.621633,-4.62103e-18)    (0.44538,-3.94061e-18)   (0.578032,-5.63863e-18)  (0.0990888,-5.66109e-18)  (-0.282207,-5.59459e-18)
    (2.14246,4.26725e-22)  (-0.306905,-1.40082e-21)    (9.62079e-22,-1.25165)  (1.47839e-22,-0.0960666)   (-1.07356e-22,0.742865)   (0.0492336,-6.0581e-23)          (1.5708,1.80054)         (1.5708,0.811757)        (1.5708,-0.137465)        (1.5708,-0.281448)         (1.5708,0.582286)          (1.5708,1.61052)    (0.413828,1.11541e-21)    (0.523585,6.19711e-22)    (0.310513,1.15597e-21)    (0.421528,1.31851e-21)  (-0.0241496,1.34557e-21)   (-0.337539,8.04801e-22)
    (2.29688,1.70875e-17)    (-0.13644,7.25141e-18)    (1.58187e-17,-1.44635) (-1.31105e-18,-0.0591061)   (-1.23976e-18,0.756301)    (0.0294238,4.6789e-19)          (1.5708,1.87376)         (1.5708,0.859636)       (1.5708,-0.0726245)        (1.5708,-0.150458)         (1.5708,0.713331)           (1.5708,1.7413)   (0.360417,-6.75501e-18)    (0.39981,-5.29663e-18)     (0.1463,-4.45976e-18)   (0.231039,-5.40312e-18)  (-0.165268,-5.69716e-18)   (-0.403156,-6.1785e-18)
    (2.33246,2.44117e-21)  (0.0854764,-2.12133e-21)    (2.70113e-21,-1.49636) (-4.30866e-22,-0.0205385)   (-3.93032e-22,0.759939)  (0.0101693,-2.10836e-22)          (1.5708,1.86897)         (1.5708,0.834014)       (1.5708,-0.0864951)        (1.5708,-0.115328)         (1.5708,0.784299)          (1.5708,1.82237)    (0.276476,2.48847e-21)    (0.236181,3.23996e-21) (-0.0573026,-4.62039e-23)    (0.0203634,7.4432e-22)   (-0.334981,1.25931e-21)   (-0.494098,2.53543e-21)
    (2.26884,2.98796e-22)   (0.314922,-2.07781e-22)    (3.30488e-22,-1.43649)   (3.85953e-23,0.0210205)   (-2.95302e-23,0.757169)  (-0.0102701,2.66113e-23)          (1.5708,1.81704)         (1.5708,0.767053)        (1.5708,-0.144133)         (1.5708,-0.11326)         (1.5708,0.818753)          (1.5708,1.86543)      (0.1874,9.25218e-23)     (0.0556862,1.121e-22)   (-0.279767,2.16403e-22)   (-0.200167,2.28403e-22)   (-0.504084,1.79096e-22)   (-0.587148,7.94359e-23)
    (2.09201,3.06384e-22)   (0.531449,-6.97152e-23)    (3.62434e-22,-1.24471)   (3.33384e-23,0.0640509)   (-3.84126e-23,0.745956)  (-0.0310163,2.53101e-23)          (1.5708,1.70569)         (1.5708,0.638184)        (1.5708,-0.279054)        (1.5708,-0.173202)         (1.5708,0.799712)          (1.5708,1.84827)    (0.103038,2.97832e-23)  (-0.130017,-3.11173e-23)   (-0.513613,1.39991e-22)   (-0.413884,1.08816e-22)   (-0.659318,7.96123e-23)  (-0.670455,-1.83297e-23)
    (1.87506,1.10861e-21)    (0.710968,-6.1943e-22)   (1.28789e-21,-0.995504)    (1.57961e-22,0.105739)   (-1.30811e-22,0.730667)  (-0.0510412,1.00919e-22)          (1.5708,1.56291)         (1.5708,0.462766)        (1.5708,-0.504546)         (1.5708,-0.28752)         (1.5708,0.739597)          (1.5708,1.78213)  (0.0359711,-3.72954e-23)   (-0.304237,1.31142e-21)   (-0.750143,6.96037e-22)   (-0.605923,5.73296e-22)   (-0.783949,4.56596e-22)    (-0.72854,1.58922e-22)
   (1.69203,-3.43734e-21)    (0.843421,1.17826e-21)   (-5.18099e-21,-0.76974)   (-1.22303e-21,0.140963)     (2.1878e-22,0.717383) (-0.0681066,-1.10668e-21)          (1.5708,1.42712)         (1.5708,0.273642)        (1.5708,-0.851331)        (1.5708,-0.438587)         (1.5708,0.661633)          (1.5708,1.69497) (-0.00936248,2.64325e-21)  (-0.453459,-1.92887e-21)   (-0.990423,-6.3458e-21)  (-0.767271,-4.28901e-21)  (-0.870529,-1.08308e-21)   (-0.756696,3.30731e-21)
   (1.57104,-6.89011e-22)    (0.931767,3.06007e-22)  (-9.28793e-22,-0.605841)   (-1.65206e-22,0.166141)      (6.7635e-23,0.70947) (-0.0802108,-1.46387e-22)           (1.5708,1.3236)         (1.5708,0.104946)         (1.5708,-1.51255)        (1.5708,-0.603774)         (1.5708,0.588938)           (1.5708,1.6142)  (-0.0359974,1.65151e-22)  (-0.569331,-5.28901e-22)   (-1.26648,-1.78838e-21)  (-0.895355,-7.10791e-22)  (-0.922707,-3.07917e-22)   (-0.761887,3.06637e-22)
